"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover In Rs  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"ITC","EQ","26-Mar-2024","428.60","425.55","429.20","425.55","428.00","427.65","427.57","1,02,74,145","4,39,29,64,487.05","1,27,865","59,87,450","58.28"
